en_query	cs_query	en_parse	cs_parse	domain
Create two alarms for Wednesday at 8 in the morning and 4 in the afternoon	Do alarms banao Wednesday ko subha 8 baje aur dopahar 4 baje ke liye	[IN:CREATE_ALARM Create [SL:AMOUNT two ] alarms [SL:DATE_TIME for Wednesday at 8 in the morning and 4 in the afternoon ] ]	[IN:CREATE_ALARM [SL:AMOUNT Do ] alarms banao [SL:DATE_TIME Wednesday ko subha 8 baje aur dopahar 4 baje ke liye ] ]	alarm
Start the timer again .	timer ko phirse shuru karo	[IN:CREATE_TIMER Start the [SL:METHOD_TIMER timer ] again . ]	[IN:CREATE_TIMER [SL:METHOD_TIMER timer ] ko phirse shuru karo ]	timer
Anything going on in Boston now	Boston me abhi kuch chal raha hai	[IN:GET_EVENT Anything going on in [SL:LOCATION Boston ] [SL:DATE_TIME now ] ]	[IN:GET_EVENT [SL:LOCATION Boston ] me [SL:DATE_TIME abhi ] kuch chal raha hai ]	event
Please give me the weather for Monday	Please mujhe monday ke liye weather bataye	[IN:GET_WEATHER Please give me the weather [SL:DATE_TIME for Monday ] ]	[IN:GET_WEATHER Please mujhe [SL:DATE_TIME monday ke liye ] weather bataye ]	weather
what is the low tonight	aaj raat low kya hai	[IN:GET_WEATHER what is the low [SL:DATE_TIME tonight ] ]	[IN:GET_WEATHER [SL:DATE_TIME aaj raat ] low kya hai ]	weather
Should I take the freeway to get to David ' s the quickest ?	kya mujhe David ' s tak sabse tez pahuchhne ke liye freeway lena chahiye ?	[IN:GET_DIRECTIONS Should I take the freeway to get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT David ] ] ] ' s the quickest ? ]	[IN:GET_DIRECTIONS kya mujhe [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT David ] ] ] ' s tak sabse tez pahuchhne ke liye freeway lena chahiye ? ]	navigation
Wine tasting near me	mere aas pas wine tasting	[IN:GET_EVENT [SL:CATEGORY_EVENT Wine tasting ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION_USER me ] ] ] ]	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_USER mere ] [SL:SEARCH_RADIUS aas pas ] ] ] [SL:CATEGORY_EVENT wine tasting ] ]	event
I want to listen to Linkin Park ' s last album	Mai Linkin Park ka last album sunna chahta hu	[IN:PLAY_MUSIC I want to listen to [SL:MUSIC_ARTIST_NAME Linkin Park ] ' s last [SL:MUSIC_TYPE album ] ]	[IN:PLAY_MUSIC Mai [SL:MUSIC_ARTIST_NAME Linkin Park ] ka last [SL:MUSIC_TYPE album ] sunna chahta hu ]	music
organize a get up alarm Monday at 6 am	ek get up alarm organize kare monday at 6 am	[IN:CREATE_ALARM organize a [SL:ALARM_NAME get up ] alarm [SL:DATE_TIME Monday at 6 am ] ]	[IN:CREATE_ALARM ek [SL:ALARM_NAME get up ] alarm organize kare [SL:DATE_TIME monday at 6 am ] ]	alarm
Tell Spotify to play Don ' t Stop Me Now	Spotify ko bole to play Don ' t Stop Me Now	[IN:PLAY_MUSIC Tell [SL:MUSIC_PROVIDER_NAME Spotify ] to play [SL:MUSIC_TRACK_TITLE Don ' t Stop Me Now ] ]	[IN:PLAY_MUSIC [SL:MUSIC_PROVIDER_NAME Spotify ] ko bole to play [SL:MUSIC_TRACK_TITLE Don ' t Stop Me Now ] ]	music
What was my last time ?	mera last time kya tha ?	[IN:GET_TIMER What was my [SL:ORDINAL last ] [SL:METHOD_TIMER time ] ? ]	[IN:GET_TIMER mera [SL:ORDINAL last ] [SL:METHOD_TIMER time ] kya tha ? ]	timer
I need to talk to Bob later ; can you remind me at 5 : 00 ?	mujhe Bob se baat karne ki zarurat hai ; kya ap mujhe 5 : 00 bajhe yaad dila sakte hai ?	[IN:CREATE_REMINDER I need to [SL:TODO talk to Bob ] later ; can you remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME at 5 : 00 ] ? ]	[IN:CREATE_REMINDER mujhe [SL:TODO Bob se baat ] karne ki zarurat hai ; kya ap [SL:PERSON_REMINDED mujhe ] [SL:DATE_TIME 5 : 00 ] bajhe yaad dila sakte hai ? ]	reminder
is the traffic heavy to the city	Kya shehar ke liye traffic bhaari hai	[IN:GET_INFO_TRAFFIC is the traffic heavy to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the city ] ] ] ]	[IN:GET_INFO_TRAFFIC Kya [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION shehar ] ] ] ke liye traffic bhaari hai ]	navigation
Check with Stacy on Line	Stacy ke sath Line par check kare	[IN:SEND_MESSAGE Check with [SL:RECIPIENT Stacy ] on [SL:RESOURCE Line ] ]	[IN:SEND_MESSAGE [SL:RECIPIENT Stacy ] ke sath [SL:RESOURCE Line ] par check kare ]	messaging
any fun new years parties this month	is mahine koi fun new years parties hai	[IN:GET_EVENT any fun [SL:DATE_TIME new years ] [SL:CATEGORY_EVENT parties ] [SL:DATE_TIME this month ] ]	[IN:GET_EVENT [SL:DATE_TIME is mahine ] koi fun [SL:DATE_TIME new years ] [SL:CATEGORY_EVENT parties ] hai ]	event
Ignore calls while timer is on	calls ko ignore kare jab timer on rahega	[IN:UNSUPPORTED_TIMER Ignore calls while timer is on ]	[IN:UNSUPPORTED_TIMER calls ko ignore kare jab timer on rahega ]	timer
How hot is it today ?	aj kitni garmi hai ?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME aj ] kitni [SL:WEATHER_ATTRIBUTE garmi ] hai ? ]	weather
How many alarms can I set ?	mai kitne alarm set kar sakta hoon ?	[IN:GET_ALARM How many alarms can I set ? ]	[IN:GET_ALARM mai kitne alarm set kar sakta hoon ? ]	alarm
taylor swift events	taylor swift ke events	[IN:GET_EVENT [SL:NAME_EVENT taylor swift ] events ]	[IN:GET_EVENT [SL:NAME_EVENT taylor swift ] ke events ]	event
What ' s the weather for this evening ?	Is shaam ke liye mausam kaisa hai ?	[IN:GET_WEATHER What ' s the weather [SL:DATE_TIME for this evening ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME Is shaam ke liye ] mausam kaisa hai ? ]	weather
Send a Message to Jesse and ask what hotel they \ u 2019 re staying in Panama City Beach next month	Jesse ko ek message karo aur pucho ke what hotel they \ u 2019 re staying in Panama City Beach next month	[IN:SEND_MESSAGE Send a Message to [SL:RECIPIENT Jesse ] and ask [SL:CONTENT_EXACT what hotel they \u2019 re staying in Panama City Beach next month ] ]	[IN:SEND_MESSAGE [SL:RECIPIENT Jesse ] ko ek message karo aur pucho ke [SL:CONTENT_EXACT what hotel they \ u 2019 re staying in Panama City Beach next month ] ]	messaging
Make an alarm every Sunday at 10 pm .	har Sunday 10 pm ko alarm lagaye	[IN:CREATE_ALARM Make an alarm [SL:DATE_TIME_RECURRING every Sunday at 10 pm ] . ]	[IN:CREATE_ALARM [SL:DATE_TIME_RECURRING har Sunday 10 pm ko ] alarm lagaye ]	alarm
Using the timer to find out how long this 5K race will take me	5k ki daud me mujhe kitna samay lagega ye jaanne ke liye timer ka use karo	[IN:UNSUPPORTED_TIMER Using the [SL:METHOD_TIMER timer ] to find out how long this 5K race will take me ]	[IN:UNSUPPORTED_TIMER 5k ki daud me mujhe kitna samay lagega ye jaanne ke liye [SL:METHOD_TIMER timer ] ka use karo ]	timer
what is the traffic on the 5 freeway right now	Abhi 5 freeway par traffic kaisa hai	[IN:GET_INFO_TRAFFIC what is the traffic on [SL:LOCATION the 5 freeway ] [SL:DATE_TIME right now ] ]	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME Abhi ] [SL:LOCATION 5 freeway ] par traffic kaisa hai ]	navigation
What ' s the forecast ?	forecast kya hai ?	[IN:GET_WEATHER What ' s the forecast ? ]	[IN:GET_WEATHER forecast kya hai ? ]	weather
Should I wear my rainboots ?	Kya mujhe mere rainboots pehanna chahiye ?	[IN:GET_WEATHER Should I wear my [SL:WEATHER_ATTRIBUTE rainboots ] ? ]	[IN:GET_WEATHER Kya mujhe mere [SL:WEATHER_ATTRIBUTE rainboots ] pehanna chahiye ? ]	weather
Is it supposed to rain Wednesday ?	kya wednesday ko baarish hone wali hai ?	[IN:GET_WEATHER Is it supposed to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME Wednesday ] ? ]	[IN:GET_WEATHER kya [SL:DATE_TIME wednesday ] ko [SL:WEATHER_ATTRIBUTE baarish ] hone wali hai ? ]	weather
Send a message to Carol to bring extra flip flops to the beach tomorrow .	kal beach par extra flip flops laane ke liye Carol ko message bhejo	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Carol ] to [SL:CONTENT_EXACT bring extra flip flops to the beach tomorrow ] . ]	[IN:SEND_MESSAGE [SL:CONTENT_EXACT kal beach par extra flip flops laane ] ke liye [SL:RECIPIENT Carol ] ko message bhejo ]	messaging
Set a wake up alarm for the next 2 weeks for 8 am	ek wake up alarm set karo for the next 2 weeks for 8 am	[IN:CREATE_ALARM Set a [SL:ALARM_NAME wake up ] alarm [SL:DURATION for the next 2 weeks ] [SL:DATE_TIME for 8 am ] ]	[IN:CREATE_ALARM ek [SL:ALARM_NAME wake up ] alarm set karo [SL:DURATION for the next 2 weeks ] [SL:DATE_TIME for 8 am ] ]	alarm
Let me see all my reminders about the dog	dog ke liye mujhe mere saarey reminders dekhne do	[IN:GET_REMINDER Let me [SL:METHOD_RETRIEVAL_REMINDER see ] [SL:AMOUNT all ] [SL:PERSON_REMINDED my ] reminders about [SL:TODO the dog ] ]	[IN:GET_REMINDER [SL:TODO dog ] ke liye mujhe [SL:PERSON_REMINDED mere ] [SL:AMOUNT saarey ] reminders [SL:METHOD_RETRIEVAL_REMINDER dekhne ] do ]	reminder
What is happening at the San Antonio Convention Center this Saturday	is saturday the San Antonio Convention Center me kya horaha hai	[IN:GET_EVENT What is happening at [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP the San Antonio Convention Center ] ] ] [SL:DATE_TIME this Saturday ] ]	[IN:GET_EVENT [SL:DATE_TIME is saturday ] [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP the San Antonio Convention Center ] ] ] me kya horaha hai ]	event
Hows the traffic looking	Traffic kaisa dikh raha hai	[IN:GET_INFO_TRAFFIC Hows the traffic looking ]	[IN:GET_INFO_TRAFFIC Traffic kaisa dikh raha hai ]	navigation
How much rainfall	kitna rainfall hai	[IN:GET_WEATHER How much [SL:WEATHER_ATTRIBUTE rainfall ] ]	[IN:GET_WEATHER kitna [SL:WEATHER_ATTRIBUTE rainfall ] hai ]	weather
Remind Emma to bring my book with her when she visits this week .	Emma ko yaad dilaye ki is hafte jab wo aaye toh meri book sath me laaye	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED Emma ] to [SL:TODO bring my book with her when she visits ] [SL:DATE_TIME this week ] . ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED Emma ] ko yaad dilaye ki [SL:DATE_TIME is hafte ] [SL:TODO jab wo aaye toh meri book sath me laaye ] ]	reminder
stream current traffic conditions to my Facebook feed	Meri Facebook feed par current traffic conditions ka stream karen .	[IN:GET_INFO_TRAFFIC stream current traffic conditions to my Facebook feed ]	[IN:GET_INFO_TRAFFIC Meri Facebook feed par current traffic conditions ka stream karen . ]	navigation
Ask Lyndsie why she ' s running so late in a message .	Lyndsie se message me pucho ki why she ' s running so late .	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Lyndsie ] [SL:CONTENT_EXACT why she ' s running so late ] in a message . ]	[IN:SEND_MESSAGE [SL:RECIPIENT Lyndsie ] se message me pucho ki [SL:CONTENT_EXACT why she ' s running so late ] . ]	messaging
When is it going to start snowing in Aspen , Colorado this year	is saal Aspen , Colorado mein snowing kab shuru hogi	[IN:GET_WEATHER When is it going to start [SL:WEATHER_ATTRIBUTE snowing ] in [SL:LOCATION Aspen , Colorado ] [SL:DATE_TIME this year ] ]	[IN:GET_WEATHER [SL:DATE_TIME is saal ] [SL:LOCATION Aspen , Colorado ] mein [SL:WEATHER_ATTRIBUTE snowing ] kab shuru hogi ]	weather
I need to be at my meeting by 3 , will I make it ?	mujhe meri meeting me 3 baje tak pohanchne ki zaroorat hai , kya mai kar paonga ?	[IN:GET_ESTIMATED_ARRIVAL I need to be at [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT my ] [SL:CATEGORY_EVENT meeting ] ] ] [SL:DATE_TIME_ARRIVAL by 3 ] , will I make it ? ]	[IN:GET_ESTIMATED_ARRIVAL mujhe [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT meri ] [SL:CATEGORY_EVENT meeting ] ] ] me [SL:DATE_TIME_ARRIVAL 3 baje tak ] pohanchne ki zaroorat hai , kya mai kar paonga ? ]	navigation
Where is the accident on i 5	i 5 par accident kaha hai	[IN:GET_INFO_TRAFFIC Where is the accident on [SL:LOCATION i 5 ] ]	[IN:GET_INFO_TRAFFIC [SL:LOCATION i 5 ] par accident kaha hai ]	navigation
How is the weather going to be like at 6 pm	6 pm ko mausam kaisa hone wala hai	[IN:GET_WEATHER How is the weather going to be like [SL:DATE_TIME at 6 pm ] ]	[IN:GET_WEATHER [SL:DATE_TIME 6 pm ko ] mausam kaisa hone wala hai ]	weather
Set alarm for 10 PM .	10 PM ke liye alarm set karen .	[IN:CREATE_ALARM Set alarm [SL:DATE_TIME for 10 PM ] . ]	[IN:CREATE_ALARM [SL:DATE_TIME 10 PM ke liye ] alarm set karen . ]	alarm
Cancel my daily reminder to feed Balto and Koda .	mere daily reminders ko cancel karo to feed Balto and Koda	[IN:DELETE_REMINDER Cancel [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminder to [SL:TODO feed Balto and Koda ] . ]	[IN:DELETE_REMINDER [SL:PERSON_REMINDED mere ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminders ko cancel karo to [SL:TODO feed Balto and Koda ] ]	reminder
Events in Napa on Sunday	Sunday ko Napa me events	[IN:GET_EVENT Events in [SL:LOCATION Napa ] [SL:DATE_TIME on Sunday ] ]	[IN:GET_EVENT [SL:DATE_TIME Sunday ko ] [SL:LOCATION Napa ] me events ]	event
Things to do in Atlanta next Friday Evening	next Friday Evening ko Atlanta me karne ke liye cheeze	[IN:GET_EVENT Things to do in [SL:LOCATION Atlanta ] [SL:DATE_TIME next Friday Evening ] ]	[IN:GET_EVENT [SL:DATE_TIME next Friday Evening ] ko [SL:LOCATION Atlanta ] me karne ke liye cheeze ]	event
Create alarm for 10 minutes	10 minutes ke liye alarm create karo	[IN:CREATE_ALARM Create alarm [SL:DATE_TIME for 10 minutes ] ]	[IN:CREATE_ALARM [SL:DATE_TIME 10 minutes ke liye ] alarm create karo ]	alarm
I need to arrive at Aunt Beryl ' s no later than 10 am , so what time to I need to leave here ?	mujhe Aunt Beryl ke pas subah 10 baje se pehle pahunchna hai toh mujhe yaha se kitne baje niklane ki zarurat hai ?	[IN:GET_ESTIMATED_DEPARTURE I need to arrive at [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION Aunt ] [SL:CONTACT Beryl ] ] ] ' s [SL:DATE_TIME_ARRIVAL no later than 10 am ] , so what time to I need to leave [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] ? ]	[IN:GET_ESTIMATED_DEPARTURE mujhe [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION Aunt ] [SL:CONTACT Beryl ] ] ] ke pas [SL:DATE_TIME_ARRIVAL subah 10 baje se pehle ] pahunchna hai toh mujhe [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER yaha se ] ] ] kitne baje niklane ki zarurat hai ? ]	navigation
what is the distance from tampa to New york	tampa se New York ki doori kitni hai	[IN:GET_DISTANCE what is the distance from [SL:SOURCE tampa ] to [SL:DESTINATION New york ] ]	[IN:GET_DISTANCE [SL:SOURCE tampa ] se [SL:DESTINATION New York ] ki doori kitni hai ]	navigation
Will the roads downtown be blocked off for the Veterans ' parade ?	kya Veterans parade ke liye downtown roads blocked honge ?	[IN:UNSUPPORTED_NAVIGATION Will the roads downtown be blocked off for the Veterans ' parade ? ]	[IN:UNSUPPORTED_NAVIGATION kya Veterans parade ke liye downtown roads blocked honge ? ]	navigation
Remind me on Thursday that the vet appointment is Friday at 2 pm .	Mujhe Thursday ko yaad dilaayen ki vet appointment Friday 2 pm ko hai .	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME on Thursday ] that [SL:TODO [IN:GET_TODO [SL:TODO the vet appointment ] is [SL:DATE_TIME Friday at 2 pm ] ] ] . ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED Mujhe ] [SL:DATE_TIME Thursday ko ] yaad dilaayen ki [SL:TODO [IN:GET_TODO [SL:TODO vet appointment ] [SL:DATE_TIME Friday 2 pm ko ] hai ] ] . ]	reminder
Delete all diner reminders for next weeks	next weeks ke sabhi dinner reminders delete karo	[IN:DELETE_REMINDER Delete [SL:AMOUNT all ] [SL:TODO diner ] reminders [SL:DATE_TIME for next weeks ] ]	[IN:DELETE_REMINDER [SL:DATE_TIME next weeks ke ] [SL:AMOUNT sabhi ] [SL:TODO dinner ] reminders delete karo ]	reminder
display all my alarms for this month	is mahiney ke liye mere sarey alarms display kare	[IN:GET_ALARM display [SL:AMOUNT all ] my alarms [SL:ALARM_NAME [IN:GET_TIME [SL:DATE_TIME for this month ] ] ] ]	[IN:GET_ALARM [SL:ALARM_NAME [IN:GET_TIME [SL:DATE_TIME is mahiney ke liye ] ] ] mere [SL:AMOUNT sarey ] alarms display kare ]	alarm
Cancel my alarm .	mera alarm cancel karo	[IN:DELETE_ALARM Cancel my alarm . ]	[IN:DELETE_ALARM mera alarm cancel karo ]	alarm
Alexa , could you send a message to Tim .	Alexa , kya aap Tim ko ek message send karsakte hai .	[IN:SEND_MESSAGE Alexa , could you send a message to [SL:RECIPIENT Tim ] . ]	[IN:SEND_MESSAGE Alexa , kya aap [SL:RECIPIENT Tim ] ko ek message send karsakte hai . ]	messaging
How it ' s looking outside at midday ?	midday ko bahar kaisa dikh raha hai ?	[IN:GET_WEATHER How it ' s looking outside [SL:DATE_TIME at midday ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME midday ko ] bahar kaisa dikh raha hai ? ]	weather
set timer for 45 minutes	45 minutes ke liye timer set karo	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 45 minutes ] ]	[IN:CREATE_TIMER [SL:DATE_TIME 45 minutes ke liye ] [SL:METHOD_TIMER timer ] set karo ]	timer
play the latest song by Breaking Benjamin	Breaking Benjamin ka latest song bajayen	[IN:PLAY_MUSIC play the latest [SL:MUSIC_TYPE song ] by [SL:MUSIC_ARTIST_NAME Breaking Benjamin ] ]	[IN:PLAY_MUSIC [SL:MUSIC_ARTIST_NAME Breaking Benjamin ] ka latest [SL:MUSIC_TYPE song ] bajayen ]	music
i forgot to do my homework , remind me to do it later tonight .	mai apna homework karna bhul gaya hun , mujhe aaj raat baad me isey karne ke liye yaad dilaye .	[IN:CREATE_REMINDER i forgot to [SL:TODO do my homework ] , remind [SL:PERSON_REMINDED me ] to [SL:TODO do it ] [SL:DATE_TIME later tonight ] . ]	[IN:CREATE_REMINDER mai apna [SL:TODO homework karna ] bhul gaya hun , [SL:PERSON_REMINDED mujhe ] [SL:DATE_TIME aaj raat baad me ] [SL:TODO isey karne ] ke liye yaad dilaye . ]	reminder
Change the reminder to visit our group president monthly .	reminder ko badlein to visit our group president monthly	[IN:UPDATE_REMINDER Change the reminder to [SL:TODO visit our group president ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY monthly ] ] ] . ]	[IN:UPDATE_REMINDER reminder ko badlein to [SL:TODO visit our group president ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY monthly ] ] ] ]	reminder
Add a note to my taxes reminder : don ' t forget the W 2 .	Mere taxes reminder me ek note add karen : don ' t forget the W 2 .	[IN:UPDATE_REMINDER_TODO Add a note to [SL:PERSON_REMINDED my ] [SL:TODO taxes ] reminder : [SL:TODO_NEW don ' t forget the W 2 ] . ]	[IN:UPDATE_REMINDER_TODO [SL:PERSON_REMINDED Mere ] [SL:TODO taxes ] reminder me ek note add karen : [SL:TODO_NEW don ' t forget the W 2 ] . ]	reminder
Will it be hot this weekend ?	kya is weekend ko garmi hogi ?	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE hot ] [SL:DATE_TIME this weekend ] ? ]	[IN:GET_WEATHER kya [SL:DATE_TIME is weekend ] ko [SL:WEATHER_ATTRIBUTE garmi ] hogi ? ]	weather
what ' s the weather like today	aaj mousam kaisa hai	[IN:GET_WEATHER what ' s the weather like [SL:DATE_TIME today ] ]	[IN:GET_WEATHER [SL:DATE_TIME aaj ] mousam kaisa hai ]	weather
Create alarm called ' antibiotics ' for Monday , Tuesday , Wednesday at 4 pm	antibiotics naam ka alarm create karo for Monday , Tuesday , Wednesday at 4 pm	[IN:CREATE_ALARM Create alarm called ' [SL:ALARM_NAME antibiotics ] ' [SL:DATE_TIME for Monday , Tuesday , Wednesday at 4 pm ] ]	[IN:CREATE_ALARM [SL:ALARM_NAME antibiotics ] naam ka alarm create karo [SL:DATE_TIME for Monday , Tuesday , Wednesday at 4 pm ] ]	alarm
Remind Theresa about shopping plans Friday at 2 PM .	Friday 2 PM ko Theresa ko shopping plans ke baare me yaad dilaayen .	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED Theresa ] about [SL:TODO shopping plans ] [SL:DATE_TIME Friday at 2 PM ] . ]	[IN:CREATE_REMINDER [SL:DATE_TIME Friday 2 PM ko ] [SL:PERSON_REMINDED Theresa ] ko [SL:TODO shopping plans ] ke baare me yaad dilaayen . ]	reminder
Movies playing in Sarasota on Friday	Sarasota me Friday ko chalne wali movies	[IN:GET_EVENT [SL:CATEGORY_EVENT Movies playing ] in [SL:LOCATION Sarasota ] [SL:DATE_TIME on Friday ] ]	[IN:GET_EVENT [SL:LOCATION Sarasota ] me [SL:DATE_TIME Friday ko ] [SL:CATEGORY_EVENT chalne wali movies ] ]	event
Do I need to take an umbrella to work today ?	kya mujhe aj kaam par umbrella le jane ki zarurat hai ?	[IN:GET_WEATHER Do I need to take an [SL:WEATHER_ATTRIBUTE umbrella ] to work [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER kya mujhe [SL:DATE_TIME aj ] kaam par [SL:WEATHER_ATTRIBUTE umbrella ] le jane ki zarurat hai ? ]	weather
what was the weather report for tomorrow	Kal ke liye mausam ki report kya thi	[IN:GET_WEATHER what was the weather report [SL:DATE_TIME for tomorrow ] ]	[IN:GET_WEATHER [SL:DATE_TIME Kal ke liye ] mausam ki report kya thi ]	weather
Is there a lot of snow still on the roads going to school ?	kya abhi bhi school jaane wali sadko par bahut barf hai ?	[IN:GET_INFO_ROAD_CONDITION Is there a lot of [SL:ROAD_CONDITION snow ] still on the roads going to [SL:DESTINATION [IN:GET_LOCATION_SCHOOL school ] ] ? ]	[IN:GET_INFO_ROAD_CONDITION kya abhi bhi [SL:DESTINATION [IN:GET_LOCATION_SCHOOL school ] ] jaane wali sadko par bahut [SL:ROAD_CONDITION barf ] hai ? ]	navigation
set a timer for 5 minutes	5 minute ke liye timer set kare	[IN:CREATE_TIMER set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 5 minutes ] ]	[IN:CREATE_TIMER [SL:DATE_TIME 5 minute ke liye ] [SL:METHOD_TIMER timer ] set kare ]	timer
